Role	Rank	Last_word	pos	case	gender	animacy	number	link_name	t	r
признак	периферия	чём	SPRO	loc	n	sg	loc	ROOT		rel
признак	периферия	насилием	S	ins	n	inan	sg	nmod	impact	abstr
признак	объект	его	SPRO	acc	m	sg	3p	dobj		pers
признак	периферия	мудростью	S	ins	f	inan	sg	dobj	humq	abstr
признак	периферия	таковыми	APRO	ins				amod		dem
признак	объект	пропорции	S	acc	f	inan	pl	dobj		abstr
признак	периферия	группой	S	ins	f	inan	sg	nmod		concr
признак	периферия	изучением	S	ins	n	inan	sg	dobj	ment	abstr
признак	периферия	скромностью	S	ins	f	inan	sg	dobj		abstr
признак	периферия	областью	S	ins	inan	f	sg	nmod	space	concr
признак	периферия	фоне	S	loc	m	inan	sg	nmod		abstr
признак	периферия	объектами	S	ins	m	inan	pl	nmod		abstr
признак	периферия	удовольствием	S	ins	n	inan	sg	nmod	psych:emot	abstr
признак	периферия	курильщиками	S	ins	m	anim	pl	nmod	hum	concr
признак	периферия	минимум	S	acc	m	inan	sg	advmod		abstr
признак	периферия	смысле	S	loc	m	inan	sg	nmod	ment	abstr
признак	периферия	дурачком	S	ins	m	anim	sg	nmod	hum	concr
признак	объект	агентов	S	acc	m	anim	pl	dobj	hum	concr
признак	периферия	жидкость	S	acc	f	inan	sg	conj	stuff liq	concr
признак	периферия	чем	SPRO	ins	n	sg	ins	nmod		rel
признак	объект	обряды	S	acc	m	inan	pl	dobj		abstr
признак	периферия	лица	S	acc	n	inan	pl	nmod		concr
признак	периферия	глаза	S	acc	m	inan	pl	dobj		concr
признак	периферия	смехом	S	ins	m	inan	sg	nmod	sound:asp manif:emot	abstr
признак	периферия	месте	S	loc	n	inan	sg	ROOT	space	concr
признак	периферия	живым	S	ins	m	anim	sg	dobj	hum	concr
признак	объект	пост	S	acc	m	inan	sg	dobj	space	concr abstr
признак	периферия	крылышками	S	ins	n	inan	pl	nmod	food	concr
признак	периферия	процент	S	acc	m	inan	sg	dobj	unit	abstr
признак	периферия	силу	S	acc	f	inan	sg	nmod	pers param	abstr concr
признак	периферия	платье	S	loc	n	inan	sg	ROOT		concr
признак	периферия	волнами	S	ins	f	inan	pl	nmod		concr
признак	объект	рекомендации	S	acc	inan	f	pl	conj		abstr
признак	периферия	объектом	S	ins	m	inan	sg	nmod		abstr
признак	объект	очаг	S	acc	m	inan	sg	appos	space	concr
признак	периферия	председателем	S	ins	m	anim	sg	ROOT	hum	concr
признак	периферия	грешником	S	ins	m	anim	sg	conj	hum	concr
признак	периферия	рысях	S	loc	f	anim	pl	nmod	animal asp:move	concr abstr
признак	периферия	центром	S	ins	m	inan	sg	nmod	space	concr
признак	периферия	казнь	S	acc	f	inan	sg	dobj	action impact:destr	abstr
признак	периферия	оппонентом	S	ins	m	anim	sg	dobj	hum	concr
признак	периферия	позицией	S	ins	f	inan	sg	dobj	loc	abstr
признак	периферия	заседателями	S	ins	m	anim	pl	dobj	hum	concr
признак	периферия	продуктом	S	ins	m	inan	sg	nmod	thing	concr
признак	периферия	другом	APRO	loc	m	sg	loc	amod		spec
признак	периферия	числом	S	ins	n	inan	sg	nmod		abstr
признак	периферия	край	S	acc	m	inan	sg	nmod	space	concr
признак	периферия	какой	APRO	ins	f	sg	ins	amod	neg	rel
признак	периферия	усилиями	S	ins	n	inan	pl	nmod		abstr
признак	периферия	войне	S	loc	f	inan	sg	nmod	inter	abstr
признак	объект	обычаи	S	acc	m	inan	pl	dobj		abstr
признак	периферия	рабочих	S	acc	m	anim	pl	nmod	famn prof hum	propn concr
признак	периферия	зону	S	acc	f	inan	sg	dobj	space	concr
признак	периферия	силой	S	ins	f	inan	sg	nmod	pers param	abstr concr
признак	периферия	решением	S	ins	n	inan	sg	nmod	ment	abstr
признак	периферия	запасом	S	ins	m	inan	sg	nmod		concr
признак	периферия	модель	S	acc	f	inan	sg	dobj	tool:model fam	concr
признак	периферия	таким	APRO	ins	m	sg	ins	det		dem
признак	объект	технологию	S	acc	f	inan	sg	dobj		abstr
признак	периферия	основанием	S	ins	n	inan	sg	nmod	be:appear	abstr
признак	периферия	любопытством	S	ins	n	inan	sg	nmod	humq	abstr
признак	периферия	верблюда	S	acc	m	anim	sg	dobj	animal	concr
признак	периферия	тайне	S	loc	f	inan	sg	nmod	ment	abstr
признак	периферия	временем	S	ins	n	inan	sg	nmod	param time	abstr
признак	объект	всех	APRO	loc				nmod		spec
признак	периферия	милой	S	ins	persn	f	anim	dobj	hum persn	propn
признак	периферия	шёпотом	S	ins	m	inan	sg	nmod	sound	abstr
признак	периферия	творчество	S	acc	n	inan	sg	dobj	ment be:appear	abstr
признак	периферия	способностями	S	ins	f	inan	pl	nmod		abstr
признак	периферия	шофёра	S	acc	m	anim	sg	dobj	hum prof	concr
признак	периферия	жестокостью	S	ins	f	inan	sg	nmod	humq	abstr
признак	периферия	шинелях	S	loc	f	inan	pl	nmod	tool:cloth	concr
признак	периферия	цирк	S	acc	m	inan	sg	dobj		abstr
признак	периферия	конкретность	S	acc	f	inan	sg	nmod		abstr
признак	периферия	радостью	S	ins	f	inan	sg	nmod	psych:emot	abstr
признак	периферия	бонвиваном	S	ins	m	anim	sg	nmod	hum	concr
признак	периферия	виде	S	loc	m	inan	sg	nmod		abstr
признак	периферия	путешественником	S	ins	m	anim	sg	nmod	hum	concr
признак	периферия	источником	S	ins	m	inan	sg	dobj	space spring	concr
признак	периферия	подпочве	S	loc	f	inan	sg	nmod	stuff	concr
признак	периферия	органами	S	ins	m	inan	pl	nmod	tool:mus	concr
признак	периферия	сомнением	S	ins	n	inan	sg	dobj	ment psych	abstr
признак	периферия	инопланетян	S	acc	m	anim	pl	dobj	hum	concr
признак	объект	вход	S	acc	m	inan	sg	dobj	move	abstr
признак	периферия	кальсонах	S	loc				conj	tool:cloth	concr
признак	периферия	пустыней	S	ins	f	inan	sg	dobj	space	concr
признак	периферия	пару	S	acc	f	inan	sg	nmod		concr
признак	объект	смущение	S	acc	n	inan	sg	dobj	psych:emot	abstr
признак	объект	собак	S	acc	f	anim	pl	advmod	animal	concr
признак	периферия	ничем	SPRO	ins	n	sg	ins	nmod		neg
признак	периферия	басом	S	ins	m	inan	sg	nmod	sound	abstr
признак	объект	соло	S	acc	n	inan	0	dobj	workmus	concr
признак	периферия	лужами	S	ins	f	inan	pl	dobj	reservoir space	concr
признак	периферия	людьми	S	ins	m	anim	pl	nmod:agent	hum	concr
признак	периферия	настасью	S	acc	persn	f	anim	conj	hum persn	propn
признак	периферия	чем	SPRO	ins	n	sg	ins	nmod		rel
признак	периферия	автором	S	ins	m	anim	sg	dobj	hum	concr
признак	периферия	проблемой	S	ins	f	inan	sg	nmod	ment	abstr
признак	периферия	парашютом	S	ins	m	inan	sg	dobj	tool	concr
признак	объект	меня	SPRO	acc	sg	anim	1p	dobj		pers
признак	объект	распорядок	S	acc	m	inan	sg	conj		abstr
признак	объект	ангела	S	acc	m	anim	sg	dobj	hum:supernat	concr
признак	периферия	досадой	S	ins	f	inan	sg	nmod	psych:emot	abstr
признак	периферия	воспоминанием	S	ins	n	inan	sg	nmod	ment	abstr
признак	объект	пост	S	acc	m	inan	sg	dobj	space	concr abstr
признак	объект	законы	S	acc	m	inan	pl	dobj		abstr
признак	периферия	красотой	S	ins	inan	f	sg	nmod	fam	abstr
признак	периферия	братьев	S	acc	m	anim	pl	nmod	hum:kin	concr
признак	периферия	воспоминанием	S	ins	n	inan	sg	nmod	ment	abstr
признак	периферия	смелостью	S	ins	f	inan	sg	dobj	humq	abstr
признак	периферия	значением	S	ins	n	inan	sg	nmod		abstr
признак	объект	правило	S	acc	n	inan	sg	dobj	tool	concr abstr
признак	периферия	шуршанием	S	ins	n	inan	sg	nmod	sound	abstr
признак	объект	брежнева	S	acc	famn	m	anim	name	hum famn	propn
признак	периферия	доказательством	S	ins	n	inan	sg	dobj	ment	abstr
признак	периферия	чём	SPRO	loc	n	sg	loc	ROOT		rel
признак	периферия	предметом	S	ins	m	inan	sg	nmod	thing	concr
признак	периферия	щетиной	S	ins	f	inan	sg	amod		concr
признак	периферия	охотою	S	ins	f	inan	sg	advmod	action psych:volit	abstr
признак	периферия	приближение	S	acc	n	inan	sg	dobj	move	abstr
признак	периферия	птицу	S	acc	f	anim	sg	dobj	animal	concr
признак	периферия	лидером	S	ins	anim	m	sg	dobj	hum	concr
признак	объект	права	S	acc	n	inan	pl	dobj		abstr
признак	периферия	крышкой	S	ins	f	inan	sg	nmod	tool	concr
признак	периферия	главе	S	loc	f	inan	sg	nmod	text	concr
признак	периферия	примере	S	loc	m	inan	sg	parataxis	ment	abstr
признак	периферия	шеи	S	acc	f	inan	pl	nmod		concr
признак	периферия	виде	S	loc	m	inan	sg	nmod		abstr
признак	периферия	рукой	S	ins	f	inan	sg	dobj		concr
признак	периферия	мере	S	loc	f	inan	sg	nmod	unit	abstr
признак	периферия	степени	S	loc	f	inan	sg	advmod	degr	abstr
признак	периферия	нежности	S	loc	f	inan	sg	conj	humq	abstr
признак	контролер согласования	сознание	S	acc	n	inan	sg	nmod	ment	abstr
признак	периферия	членом	S	ins	m	anim	sg	nmod	hum	concr
признак	периферия	улыбкой	S	ins	f	inan	sg	nmod	manif:emot	abstr
признак	объект	достоинство	S	acc	n	inan	sg	conj		abstr
признак	периферия	барышню	S	acc	f	anim	sg	nmod	hum	concr
признак	периферия	брата	S	acc	m	anim	sg	dobj	hum:kin	concr
признак	периферия	удовольствием	S	ins	n	inan	sg	nmod	psych:emot	abstr
признак	периферия	убийство	S	acc	n	inan	sg	nmod	impact:destr be:disapp	abstr
признак	периферия	мэром	S	ins	m	anim	sg	nmod:agent	hum	concr
признак	периферия	хозяином	S	ins	m	anim	sg	nmod	hum	concr
признак	периферия	фактом	S	ins	m	inan	sg	nmod		abstr
признак	объект	судьбу	S	acc	f	inan	sg	dobj		abstr
признак	несобственный	душу	S	acc	f	inan	sg	nmod		concr
признак	периферия	рыбу	S	acc	f	anim	sg	dobj	food animal:fish	concr
признак	периферия	строительстве	S	loc	n	inan	sg	nmod	impact:creat	abstr
признак	объект	чистоту	S	acc	f	inan	sg	dobj		abstr
признак	периферия	мать	S	acc	f	anim	sg	dobj	hum:kin	concr
признак	периферия	привидение	S	acc	n	inan	sg	nsubj	hum:supernat	concr
признак	периферия	муляж	S	acc	m	inan	sg	nmod	tool:model	concr
признак	периферия	шагами	S	ins	m	inan	pl	nmod	move	abstr
признак	периферия	такой	APRO	ins	f	sg	ins	det		dem
признак	периферия	нападающим	S	ins	m	anim	sg	xcomp	hum	concr
признак	периферия	изобретением	S	ins	n	inan	sg	nmod	ment be:appear	abstr
признак	периферия	удовольствием	S	ins	n	inan	sg	nmod	psych:emot	abstr
признак	периферия	свистом	S	ins	m	inan	sg	conj	sound:asp	abstr
признак	периферия	ею	SPRO	ins	f	sg	3p	dobj		pers
признак	периферия	стороне	S	loc	f	inan	sg	nmod	space	concr
признак	периферия	покладистостью	S	ins	f	inan	sg	dobj		abstr
признак	периферия	ловкостью	S	ins	f	inan	sg	nmod	qual	abstr
признак	периферия	каким	APRO	ins	sg	m	ins	det	neg	rel
признак	периферия	ноге	S	loc	f	inan	sg	nmod		concr
признак	периферия	партнёры	S	acc2	m	anim	pl	nmod	hum	concr
признак	периферия	благожелательностью	S	ins	f	inan	sg	nmod	humq	abstr
признак	объект	порядок	S	acc	m	inan	sg	dobj		abstr
признак	периферия	вопросом	S	ins	m	inan	sg	dobj	speech	abstr
признак	периферия	звуки	S	acc	m	inan	pl	conj	sound	abstr
признак	периферия	главе	S	loc	f	inan	sg	nmod	text	concr
признак	периферия	трудом	S	ins	m	inan	sg	nmod		abstr
признак	периферия	силой	S	ins	f	inan	sg	nmod	pers param	abstr concr
признак	несобственный	всё	SPRO	acc	n	sg	acc	dobj		spec
признак	объект	людей	S	acc	m	anim	pl	dobj	hum	concr
признак	периферия	чем-то	SPRO	ins	n	inan	sg	nmod		indet
признак	периферия	лакеем	S	ins	m	anim	sg	nmod	hum prof	concr
признак	периферия	прикосновениями	S	ins	n	inan	pl	conj		abstr
время	периферия	докладом	S	ins	m	inan	sg	nmod	speech	abstr
время	периферия	вечер	S	acc	m	inan	sg	dobj	time	abstr
время	периферия	году	S	loc2	m	inan	sg	nmod	unit time:period	abstr
время	периферия	ночь	S	acc	f	inan	sg	nmod	time	abstr
время	объект	ночь	S	acc	f	inan	sg	nmod	time	abstr
время	периферия	дорогу	S	acc	f	inan	sg	dobj	space fam	concr
время	периферия	секундах	S	loc	f	inan	pl	nmod	unit time:moment	abstr
время	периферия	года	S	acc	m	inan	pl	nmod	unit time:period	abstr
время	периферия	мае	S	loc	m	inan	sg	conj	pers famn time:month hum	abstr propn
время	периферия	статьи	S	acc	f	inan	pl	dobj	text	concr
время	периферия	срок	S	acc	m	inan	sg	dobj	time:period param	abstr
время	периферия	июле	S	loc	m	inan	sg	nmod	time:month	abstr
время	периферия	пятницу	S	acc	inan	f	sg	nmod	time:week	abstr
время	периферия	годы	S	acc	m	inan	pl	nmod	unit time:period	abstr
время	периферия	день	S	acc	m	inan	sg	nmod	time	abstr
время	периферия	время	S	acc	n	inan	sg	nmod	param time	abstr
время	периферия	перспективе	S	loc	f	inan	sg	nmod		abstr
время	периферия	ночью	S	ins	f	inan	sg	nmod	time	abstr
время	периферия	полчаса	S	acc	m	inan	sg	nmod	time	abstr
время	периферия	месяцами	S	ins	m	inan	pl	nmod	unit time:period	abstr
время	периферия	году	S	loc2	m	inan	sg	nmod	unit time:period	abstr
время	периферия	вечер	S	acc	m	inan	sg	dobj	time	abstr
время	периферия	года	S	acc	m	inan	pl	nmod	unit time:period	abstr
время	периферия	год	S	acc	m	inan	sg	nmod	unit time:period	abstr
время	периферия	дни	S	acc	m	inan	pl	nmod	time	abstr
время	периферия	раз	S	acc	m	inan	sg	nmod		abstr
время	периферия	время	S	acc	n	inan	sg	nmod	param time	abstr
время	периферия	века	S	acc	m	inan	pl	dobj	unit time:period	abstr
время	периферия	пятницу	S	acc	inan	f	sg	nmod	time:week	abstr
время	периферия	время	S	acc	n	inan	sg	nmod	param time	abstr
время	периферия	этом	APRO	loc	n	sg	loc	det		dem
время	периферия	время	S	acc	n	inan	sg	nmod	param time	abstr
время	периферия	года	S	acc	m	inan	pl	nmod	unit time:period	abstr
время	периферия	встречи	S	acc	f	inan	pl	nsubj		abstr
время	периферия	время	S	acc	n	inan	sg	nmod	param time	abstr
время	периферия	власти	S	loc	f	inan	sg	nmod		abstr
время	периферия	час	S	acc	m	inan	sg	dobj	unit time:period	abstr
время	периферия	зимой	S	ins	f	inan	sg	nmod	time:season time	abstr
время	периферия	два	NUM	acc				nummod		card:pauc
время	периферия	годы	S	acc	m	inan	pl	nmod	unit time:period	abstr
время	периферия	годами	S	ins	m	inan	pl	nmod	unit time:period	abstr
время	периферия	мгновение	S	acc	n	inan	sg	nmod	time:moment	abstr
время	периферия	перемене	S	loc	f	inan	sg	nmod		abstr
время	периферия	день	S	acc	m	inan	sg	nmod	time	abstr
время	периферия	лето	S	acc	n	inan	sg	dobj	time:season time	abstr
время	периферия	году	S	loc2	m	inan	sg	nmod	unit time:period	abstr
время	периферия	раз	S	acc	m	inan	sg	nmod		abstr
время	периферия	годик	S	acc	m	inan	sg	conj	famn time:period hum	abstr propn
время	периферия	года	S	acc	m	inan	pl	nmod	unit time:period	abstr
время	периферия	обед	S	acc	m	inan	sg	nmod		abstr
время	периферия	раз	S	acc	m	inan	sg	nmod		abstr
время	периферия	года	S	acc	m	inan	pl	nmod	unit time:period	abstr
время	периферия	время	S	acc	n	inan	sg	nmod	param time	abstr
время	периферия	минутку	S	acc	f	inan	sg	nmod	time	abstr
время	периферия	зимы	S	acc	f	inan	pl	conj	time:season time	abstr
время	периферия	месяц	S	acc	m	inan	sg	nmod	unit time:period	abstr
время	объект	день	S	acc	m	inan	sg	nmod	time	abstr
время	периферия	раз	S	acc	m	inan	sg	nmod		abstr
время	периферия	работы	S	acc	f	inan	pl	parataxis		abstr
время	периферия	время	S	acc	n	inan	sg	nmod	param time	abstr
время	периферия	дни	S	acc	m	inan	pl	nmod	time	abstr
время	периферия	осенью	S	ins	f	inan	sg	nmod	time:season time	abstr
время	периферия	год	S	acc	m	inan	sg	nmod	unit time:period	abstr
время	периферия	утром	S	ins	n	inan	sg	nmod	time	abstr
время	периферия	время	S	acc	n	inan	sg	nmod	param time	abstr
время	периферия	прощание	S	acc	n	inan	sg	nmod		abstr
время	периферия	году	S	loc2	m	inan	sg	nmod	unit time:period	abstr
время	периферия	момент	S	acc	m	inan	sg	nmod	time:moment	abstr
время	периферия	днём	S	ins	m	inan	sg	nmod	time	abstr
время	периферия	время	S	acc	n	inan	sg	nmod	param time	abstr
время	периферия	годы	S	acc	m	inan	pl	nmod	unit time:period	abstr
время	периферия	минуты	S	acc	f	inan	pl	nmod	unit time:moment	abstr
время	периферия	году	S	loc2	m	inan	sg	nmod	unit time:period	abstr
время	периферия	отсрочке	S	loc	f	inan	sg	nmod		abstr
время	периферия	году	S	loc2	m	inan	sg	nmod	unit time:period	abstr
время	периферия	местах	S	loc	n	inan	pl	nmod	space	concr
время	периферия	раз	S	acc	m	inan	sg	nmod		abstr
время	периферия	день	S	acc	m	inan	sg	nmod	time	abstr
время	периферия	октябрь	S	acc	m	inan	sg	nmod	time:month pers	abstr
время	периферия	час	S	acc	m	inan	sg	dobj	unit time:period	abstr
время	периферия	год	S	acc	m	inan	sg	nmod	unit time:period	abstr
время	периферия	время	S	acc	n	inan	sg	nmod	param time	abstr
время	периферия	года	S	acc	m	inan	pl	nmod	unit time:period	abstr
время	периферия	осенью	S	ins	f	inan	sg	nmod	time:season time	abstr
время	периферия	года	S	acc	m	inan	pl	nmod	unit time:period	abstr
время	периферия	дни	S	acc	m	inan	pl	nmod	time	abstr
время	периферия	шесть	NUM	acc				nummod		card
время	объект	мгновение	S	acc	n	inan	sg	nmod	time:moment	abstr
время	периферия	утром	S	ins	n	inan	sg	nmod	time	abstr
время	периферия	минуты	S	acc	f	inan	pl	nmod	unit time:moment	abstr
время	периферия	жизнь	S	acc	f	inan	sg	conj	be:exist	abstr
время	периферия	неделю	S	acc	f	inan	sg	nmod	unit time:period	abstr
время	периферия	пятнадцать	NUM	acc				nummod		card
время	периферия	жизнь	S	acc	f	inan	sg	conj	be:exist	abstr
время	объект	недели	S	acc	f	inan	pl	nmod	unit time:period	abstr
время	периферия	годы	S	acc	m	inan	pl	nmod	unit time:period	abstr
время	периферия	утро	S	acc	n	inan	sg	nmod	time	abstr
время	периферия	года	S	acc	m	inan	pl	nmod	unit time:period	abstr
время	периферия	час	S	acc	m	inan	sg	dobj	unit time:period	abstr
время	периферия	ночь	S	acc	f	inan	sg	nmod	time	abstr
время	периферия	другую	APRO	acc	sg	f	acc	dobj		spec
время	периферия	раз	S	acc	m	inan	sg	nmod		abstr
время	периферия	секунду	S	acc	f	inan	sg	dobj	unit time:moment	abstr
время	периферия	акции	S	acc	f	inan	pl	nsubj	doc	concr abstr
время	периферия	войны	S	acc	f	inan	pl	dobj	inter	abstr
время	периферия	время	S	acc	n	inan	sg	nmod	param time	abstr
время	периферия	века	S	acc	m	inan	pl	dobj	unit time:period	abstr
время	периферия	время	S	acc	n	inan	sg	nmod	param time	abstr
время	периферия	будущем	S	loc	n	inan	sg	nmod	time	abstr
время	периферия	дорогу	S	acc	f	inan	sg	dobj	space fam	concr
время	периферия	времени	S	loc	n	inan	sg	dobj	param time	abstr
время	периферия	вечер	S	acc	m	inan	sg	dobj	time	abstr
время	периферия	года	S	acc	m	inan	pl	nmod	unit time:period	abstr
время	периферия	перспективе	S	loc	f	inan	sg	nmod		abstr
время	периферия	году	S	loc2	m	inan	sg	nmod	unit time:period	abstr
время	периферия	месяцы	S	acc	m	inan	pl	nmod	unit time:period	abstr
время	периферия	летом	S	ins	n	inan	sg	conj	time:season time	abstr
время	периферия	утро	S	acc	n	inan	sg	nmod	time	abstr
время	периферия	столетии	S	loc	n	inan	sg	nmod	time:term	abstr
время	периферия	десять	NUM	acc				nummod		card
время	периферия	время	S	acc	n	inan	sg	nmod	param time	abstr
время	периферия	думу	S	acc	f	inan	sg	nmod	ment	abstr
время	периферия	году	S	loc2	m	inan	sg	nmod	unit time:period	abstr
время	периферия	день	S	acc	m	inan	sg	nmod	time	abstr
время	периферия	вечер	S	acc	m	inan	sg	dobj	time	abstr
время	периферия	вечерами	S	ins	m	inan	pl	dobj	time	abstr
время	периферия	раз	S	acc	m	inan	sg	nmod		abstr
время	периферия	войной	S	ins	f	inan	sg	nmod	inter	abstr
время	периферия	раз	S	acc	m	inan	sg	nmod		abstr
время	периферия	неделю	S	acc	f	inan	sg	nmod	unit time:period	abstr
время	периферия	зимой	S	ins	f	inan	sg	nmod	time:season time	abstr
время	периферия	время	S	acc	n	inan	sg	nmod	param time	abstr
время	периферия	времена	S	acc	n	inan	pl	advmod	param time	abstr
время	периферия	уроке	S	loc	m	inan	sg	nmod	action	abstr
время	периферия	карьеры	S	acc	f	inan	pl	nsubjpass		abstr
время	периферия	тысячелетие	S	acc	n	inan	sg	dobj	time:period	abstr
время	периферия	вечера	S	acc	m	inan	pl	nmod	time	abstr
время	периферия	раз	S	acc	m	inan	sg	nmod		abstr
время	периферия	срок	S	acc	m	inan	sg	dobj	time:period param	abstr
время	периферия	выходные	S	acc	m	inan	pl	nmod	time:week	abstr
время	периферия	полдень	S	acc	m	inan	sg	nmod	time	abstr
время	периферия	пятьдесят	NUM	acc				nummod		card
время	периферия	пять	NUM	acc				nummod		card
время	периферия	годы	S	acc	m	inan	pl	nmod	unit time:period	abstr
время	периферия	минуту	S	acc	f	inan	sg	nmod	unit time:moment	abstr
время	периферия	миг	S	acc	m	inan	sg	nmod	time:moment	abstr
время	объект	тысячелетия	S	acc	n	inan	pl	conj	time:period	abstr
время	периферия	время	S	acc	n	inan	sg	nmod	param time	abstr
время	периферия	перерывами	S	ins	m	inan	pl	nmod	time	abstr
время	периферия	день	S	acc	m	inan	sg	nmod	time	abstr
время	периферия	году	S	loc2	m	inan	sg	nmod	unit time:period	abstr
время	периферия	втором	ANUM	loc	m	sg	loc	nmod	ord	ord rel
время	периферия	жизнь	S	acc	f	inan	sg	conj	be:exist	abstr
время	периферия	весной	S	ins	f	inan	sg	nmod	time:season time	abstr
время	периферия	курсе	S	loc	m	inan	sg	ROOT	dir	abstr
время	периферия	день	S	acc	m	inan	sg	nmod	time	abstr
время	периферия	выходной	S	acc	m	inan	sg	amod	time:week	abstr
время	периферия	сентябре	S	loc	m	inan	sg	nmod	time:month	abstr
время	периферия	года	S	acc	m	inan	pl	nmod	unit time:period	abstr
время	периферия	года	S	acc	m	inan	pl	nmod	unit time:period	abstr
время	периферия	времени	S	loc	n	inan	sg	dobj	param time	abstr
время	периферия	раз	S	acc	m	inan	sg	nmod		abstr
время	периферия	время	S	acc	n	inan	sg	nmod	param time	abstr
время	периферия	время	S	acc	n	inan	sg	nmod	param time	abstr
время	периферия	пути	S	loc	m	inan	sg	nmod	space	concr
время	периферия	этим	APRO	ins	m	sg	ins	det		dem
время	периферия	году	S	loc2	m	inan	sg	nmod	unit time:period	abstr
время	периферия	закатом	S	ins	m	inan	sg	dobj	weather time	abstr
время	периферия	года	S	acc	m	inan	pl	nmod	unit time:period	abstr
время	периферия	зарёй	S	ins	f	inan	sg	nmod	light weather	abstr
время	периферия	году	S	loc2	m	inan	sg	nmod	unit time:period	abstr
время	периферия	раз	S	acc	m	inan	sg	nmod		abstr
время	периферия	туре	S	loc	m	inan	sg	nmod	animal	concr abstr
время	периферия	год	S	acc	m	inan	sg	nmod	unit time:period	abstr
время	периферия	момент	S	acc	m	inan	sg	nmod	time:moment	abstr
время	периферия	минуточку	S	acc	f	inan	sg	ROOT	time	abstr
время	периферия	час	S	acc	m	inan	sg	dobj	unit time:period	abstr
время	периферия	наступлением	S	ins	n	inan	sg	nmod	be:appear	abstr
время	периферия	секундой	S	ins	f	inan	sg	nmod	unit time:moment	abstr
время	периферия	прощанье	S	acc	n	inan	sg	nmod		abstr
время	периферия	случаях	S	loc	m	inan	pl	nmod		abstr
время	периферия	время	S	acc	n	inan	sg	nmod	param time	abstr
время	периферия	неделю	S	acc	f	inan	sg	nmod	unit time:period	abstr
время	периферия	жюри	S	loc	n	inan	0	acl:relcl	group	concr
время	периферия	войну	S	acc	f	inan	sg	dobj	inter	abstr
время	периферия	раз	S	acc	m	inan	sg	nmod		abstr
время	периферия	июле	S	loc	m	inan	sg	nmod	time:month	abstr
время	периферия	временем	S	ins	n	inan	sg	nmod	param time	abstr
время	периферия	годах	S	loc	m	inan	pl	nmod	unit time:period	abstr
время	периферия	сборную	S	acc	inan	f	sg	dobj	group	concr
время	периферия	году	S	loc2	m	inan	sg	nmod	unit time:period	abstr
время	периферия	ночи	S	loc2	inan	f	pl	conj	time	abstr
время	периферия	неделю	S	acc	f	inan	sg	nmod	unit time:period	abstr
время	периферия	жизнь	S	acc	f	inan	sg	conj	be:exist	abstr
время	периферия	годах	S	loc	m	inan	pl	nmod	unit time:period	abstr
время	периферия	года	S	acc	m	inan	pl	nmod	unit time:period	abstr
время	объект	время	S	acc	n	inan	sg	nmod	param time	abstr
время	периферия	мгновенье	S	acc	n	inan	sg	nmod	time:moment	abstr
время	периферия	минуту	S	acc	f	inan	sg	nmod	unit time:moment	abstr
время	периферия	прошлом	S	loc	n	inan	sg	nmod	time	abstr
время	периферия	ленине	S	loc	famn	m	anim	nmod	hum famn persn	propn
время	периферия	меня	SPRO	acc	sg	anim	1p	dobj		pers
время	периферия	году	S	loc2	m	inan	sg	nmod	unit time:period	abstr
время	периферия	полчаса	S	acc	m	inan	sg	nmod	time	abstr
время	периферия	морозы	S	acc	m	inan	pl	nmod	temper	abstr
время	периферия	году	S	loc2	m	inan	sg	nmod	unit time:period	abstr
время	периферия	день	S	acc	m	inan	sg	nmod	time	abstr
время	периферия	секунду	S	acc	f	inan	sg	dobj	unit time:moment	abstr
время	периферия	году	S	loc2	m	inan	sg	nmod	unit time:period	abstr
время	периферия	года	S	acc	m	inan	pl	nmod	unit time:period	abstr
время	периферия	ночью	S	ins	f	inan	sg	nmod	time	abstr
время	периферия	году	S	loc2	m	inan	sg	nmod	unit time:period	abstr
время	периферия	раз	S	acc	m	inan	sg	nmod		abstr
время	периферия	часу	S	loc2	m	inan	sg	nmod	unit time:period	abstr
время	периферия	период	S	acc	m	inan	sg	nmod	time	abstr
время	периферия	день	S	acc	m	inan	sg	nmod	time	abstr
время	периферия	порой	S	ins	f	inan	sg	advmod	space time	abstr concr
время	периферия	срок	S	acc	m	inan	sg	dobj	time:period param	abstr
время	периферия	час	S	acc	m	inan	sg	dobj	unit time:period	abstr
время	периферия	меня	SPRO	acc	sg	anim	1p	dobj		pers
время	периферия	обедом	S	ins	m	inan	sg	nmod		abstr
время	периферия	ночь	S	acc	f	inan	sg	nmod	time	abstr
время	периферия	случае	S	loc	m	inan	sg	nmod		abstr
время	периферия	четверг	S	acc	m	inan	sg	nmod	time:week	abstr
время	периферия	конец	S	acc	m	inan	sg	conj		concr abstr
время	периферия	неделе	S	loc	f	inan	sg	nmod	unit time:period	abstr
время	периферия	миг	S	acc	m	inan	sg	nmod	time:moment	abstr
время	периферия	часу	S	loc2	m	inan	sg	nmod	unit time:period	abstr
время	периферия	ноябре	S	loc	m	inan	sg	nmod	time:month	abstr
время	периферия	утром	S	ins	n	inan	sg	nmod	time	abstr
время	периферия	утро	S	acc	n	inan	sg	nmod	time	abstr
время	периферия	днём	S	ins	m	inan	sg	nmod	time	abstr
время	периферия	грозою	S	ins	f	inan	sg	amod	weather	abstr
время	периферия	дни	S	acc	m	inan	pl	nmod	time	abstr
